loan_id,origination_date,grade,region,product_type,ead,pd,lgd,loan_int_rate,loan_status,loan_percent_income,person_age,person_income,person_emp_length,cb_person_cred_hist_length,prior_default
LN009480,2022-07-20,A,RENT,EDUCATION,8000.0,0.08482,0.190517,7.49,0,0.09,22,90000,0.0,3,0
LN009481,2024-04-28,B,MORTGAGE,PERSONAL,6500.0,0.145719,0.320539,10.95,0,0.1,23,62000,1.0,3,0
LN009482,2022-10-20,B,OWN,VENTURE,10000.0,0.152624,0.339879,11.58,0,0.16,22,62000,1.0,2,0
LN009483,2022-04-11,A,RENT,MEDICAL,8000.0,0.072555,0.215564,6.92,0,0.09,23,90000,5.0,3,0
LN009484,2024-05-01,C,RENT,DEBTCONSOLIDATION,8000.0,0.268675,0.428156,13.35,0,0.09,23,90000,0.0,3,1
LN009485,2021-06-07,D,RENT,PERSONAL,8000.0,0.563039,0.531534,15.31,0,0.09,22,90000,5.0,3,0
LN009486,2024-03-19,E,MORTGAGE,MEDICAL,15000.0,0.744676,0.636444,16.0,1,0.27,22,56000,5.0,4,1
LN009487,2023-02-16,A,RENT,PERSONAL,8000.0,0.07879,0.204537,6.92,0,0.09,22,91000,6.0,4,0
LN009488,2022-08-28,B,RENT,PERSONAL,8000.0,0.148776,0.301403,11.86,0,0.09,22,91000,2.0,3,0
LN009489,2024-06-09,B,RENT,DEBTCONSOLIDATION,8000.0,0.140399,0.286283,11.49,0,0.09,23,92004,2.0,4,0
LN009490,2023-04-21,D,MORTGAGE,EDUCATION,7500.0,0.575844,0.53289,13.87,0,0.12,22,62000,2.0,3,0
LN009491,2021-09-19,B,MORTGAGE,DEBTCONSOLIDATION,6400.0,0.143847,0.312866,10.08,0,0.1,23,62000,7.0,2,0
LN009492,2023-06-15,B,MORTGAGE,HOMEIMPROVEMENT,8000.0,0.148575,0.280842,10.08,0,0.13,24,62000,2.0,3,0
LN009493,2021-10-21,B,MORTGAGE,VENTURE,9600.0,0.150637,0.299487,9.2,0,0.15,23,62000,4.0,2,0
LN009494,2021-11-18,C,RENT,PERSONAL,8000.0,0.189262,0.423147,15.23,0,0.08,25,95000,4.0,4,0
LN009495,2022-04-30,B,RENT,PERSONAL,8000.0,0.138169,0.29944,10.99,0,0.08,25,95000,8.0,3,0
LN009496,2021-05-15,C,RENT,HOMEIMPROVEMENT,8000.0,0.181253,0.422648,13.8,0,0.08,25,95000,3.0,3,0
LN009497,2024-01-25,B,RENT,DEBTCONSOLIDATION,8000.0,0.149014,0.30748,10.36,0,0.08,25,95000,0.0,3,0
LN009498,2021-02-01,B,MORTGAGE,MEDICAL,3000.0,0.146436,0.289214,8.7,0,0.05,22,62000,5.0,3,0
LN009499,2023-08-01,C,RENT,EDUCATION,8000.0,0.267629,0.426353,12.61,0,0.08,22,95004,0.0,4,1
LN009500,2022-08-07,C,RENT,HOMEIMPROVEMENT,8000.0,0.195626,0.418849,12.61,1,0.1,26,84000,0.0,4,0
LN009501,2022-02-19,B,MORTGAGE,DEBTCONSOLIDATION,8000.0,0.149461,0.330442,11.71,1,0.14,25,56004,5.0,3,0
LN009502,2023-01-27,E,RENT,VENTURE,8000.0,0.630814,0.644804,16.45,1,0.1,25,84000,1.0,2,0
LN009503,2022-11-08,C,RENT,DEBTCONSOLIDATION,8000.0,0.268178,0.409614,13.61,0,0.08,26,96500,10.0,3,1
LN009504,2022-02-08,B,MORTGAGE,DEBTCONSOLIDATION,6000.0,0.139676,0.296873,10.0,1,0.11,24,56004,5.0,3,0
LN009505,2023-08-26,D,RENT,EDUCATION,8000.0,0.57974,0.558915,15.31,0,0.08,24,97000,3.0,3,0
LN009506,2022-03-31,B,MORTGAGE,MEDICAL,4000.0,0.147754,0.29773,9.99,0,0.06,26,62004,3.0,2,0
LN009507,2021-03-17,D,RENT,PERSONAL,8000.0,0.649895,0.543965,16.32,0,0.08,26,99996,7.0,3,1
LN009508,2021-02-23,A,RENT,VENTURE,8000.0,0.083236,0.237975,7.14,0,0.08,21,99996,5.0,4,0
LN009509,2021-09-06,B,MORTGAGE,PERSONAL,15000.0,0.174781,0.284873,11.26,1,0.27,23,56004,7.0,2,0
LN009510,2022-08-25,B,MORTGAGE,DEBTCONSOLIDATION,9600.0,0.156946,0.309152,10.95,0,0.15,23,62004,1.0,3,0
LN009511,2024-06-29,A,RENT,MEDICAL,8000.0,0.067645,0.205238,6.54,0,0.08,26,100000,6.0,3,0
LN009512,2022-02-15,C,MORTGAGE,HOMEIMPROVEMENT,15000.0,0.210201,0.410121,13.47,0,0.24,25,62004,10.0,4,0
LN009513,2024-04-05,A,MORTGAGE,EDUCATION,3600.0,0.084496,0.19518,7.37,0,0.06,22,62004,6.0,2,0
LN009514,2022-09-20,A,MORTGAGE,MEDICAL,10000.0,0.090352,0.206321,9.07,0,0.16,23,62004,7.0,4,0
LN009515,2023-01-06,D,RENT,DEBTCONSOLIDATION,8000.0,0.571538,0.532839,14.74,1,0.09,23,89000,8.0,3,0
LN009516,2023-01-08,B,MORTGAGE,EDUCATION,9600.0,0.146066,0.314276,11.71,0,0.15,26,62100,2.0,4,0
LN009517,2022-07-22,A,RENT,DEBTCONSOLIDATION,8000.0,0.088839,0.222827,7.51,0,0.08,24,105000,8.0,3,0
LN009518,2024-06-01,C,MORTGAGE,PERSONAL,1600.0,0.193253,0.383758,12.61,0,0.03,26,62100,8.0,4,0
LN009519,2023-08-28,C,MORTGAGE,EDUCATION,6000.0,0.186297,0.392097,12.53,0,0.1,24,62100,8.0,2,0
LN009520,2023-07-03,D,RENT,MEDICAL,8000.0,0.648477,0.553378,16.29,1,0.08,26,81600,10.0,3,1
LN009521,2022-02-25,B,RENT,DEBTCONSOLIDATION,8000.0,0.147948,0.309004,9.88,0,0.07,24,108000,8.0,4,0
LN009522,2024-03-21,E,MORTGAGE,PERSONAL,18000.0,0.672112,0.624565,16.63,0,0.29,26,62200,0.0,3,0
LN009523,2022-06-26,A,RENT,PERSONAL,8000.0,0.084369,0.217074,5.99,0,0.07,24,110000,4.0,3,0
LN009524,2021-06-04,B,RENT,VENTURE,8000.0,0.153659,0.30663,11.71,0,0.07,25,115000,2.0,4,0
LN009525,2022-11-01,D,MORTGAGE,DEBTCONSOLIDATION,12000.0,0.667888,0.556366,16.29,1,0.21,22,56208,6.0,2,1
LN009526,2023-03-06,D,RENT,VENTURE,8000.0,0.566403,0.533184,16.49,0,0.07,24,116664,8.0,3,0
LN009527,2024-02-07,B,OWN,MEDICAL,5000.0,0.136855,0.27911,9.99,0,0.08,22,62236,4.0,4,0
LN009528,2022-03-27,D,RENT,PERSONAL,8000.0,0.652709,0.54053,16.29,1,0.07,22,108000,1.0,2,1
LN009529,2021-05-14,E,RENT,DEBTCONSOLIDATION,8000.0,0.625078,0.643116,16.77,1,0.07,25,108000,5.0,3,0
LN009530,2021-12-07,B,RENT,EDUCATION,8000.0,0.14204,0.299157,10.99,0,0.07,25,120000,1.0,3,0
LN009531,2022-04-02,A,MORTGAGE,MEDICAL,10000.0,0.095646,0.204787,7.66,0,0.16,21,62316,5.0,4,0
LN009532,2024-05-03,B,OWN,EDUCATION,29800.0,0.224962,0.327993,10.65,0,0.48,23,62352,7.0,3,0
LN009533,2023-01-22,B,MORTGAGE,PERSONAL,21650.0,0.185172,0.285263,12.69,0,0.35,26,62361,6.0,4,0
LN009534,2024-03-12,D,RENT,EDUCATION,8000.0,0.647515,0.525767,14.61,0,0.07,23,120000,4.0,4,1
LN009535,2021-02-04,B,RENT,MEDICAL,8000.0,0.146901,0.303841,12.53,0,0.07,25,123000,1.0,3,0
LN009536,2021-08-01,D,OWN,MEDICAL,15000.0,0.596161,0.55068,17.58,0,0.24,25,62400,4.0,4,0
LN009537,2023-02-24,B,RENT,MEDICAL,8000.0,0.138809,0.309185,9.63,0,0.06,26,125000,0.0,3,0
LN009538,2023-04-18,C,RENT,PERSONAL,8000.0,0.192393,0.4259,13.23,0,0.06,23,126000,0.0,3,0
LN009539,2024-03-12,A,MORTGAGE,VENTURE,7200.0,0.077152,0.231748,8.9,0,0.12,23,62400,4.0,4,0
LN009540,2022-11-04,A,MORTGAGE,PERSONAL,4000.0,0.078092,0.222822,8.9,0,0.06,24,62400,8.0,4,0
LN009541,2023-06-25,B,RENT,MEDICAL,8000.0,0.144443,0.28201,11.99,0,0.06,23,130000,3.0,3,0
LN009542,2022-11-04,A,MORTGAGE,DEBTCONSOLIDATION,11000.0,0.092731,0.184994,7.49,0,0.18,26,62400,10.0,3,0
LN009543,2021-01-13,B,RENT,VENTURE,8000.0,0.146716,0.321169,10.99,0,0.06,25,135000,9.0,3,0
LN009544,2022-12-22,C,MORTGAGE,MEDICAL,7000.0,0.186456,0.428479,13.06,0,0.11,23,62400,7.0,4,0
LN009545,2023-02-15,D,MORTGAGE,EDUCATION,8400.0,0.587543,0.54918,14.91,1,0.15,22,56400,6.0,2,0
LN009546,2022-04-22,E,MORTGAGE,PERSONAL,25000.0,0.691571,0.633296,16.4,1,0.44,22,56400,6.0,3,0
LN009547,2022-12-20,D,RENT,DEBTCONSOLIDATION,8000.0,0.573856,0.539122,15.99,1,0.06,24,131400,8.0,2,0
LN009548,2022-08-30,A,MORTGAGE,EDUCATION,9500.0,0.09333,0.200177,6.54,0,0.15,24,62400,3.0,2,0
LN009549,2023-11-20,D,MORTGAGE,EDUCATION,2400.0,0.647362,0.522469,14.46,0,0.04,22,62400,6.0,2,1
LN009550,2023-09-07,C,MORTGAGE,VENTURE,12600.0,0.277033,0.419286,13.85,0,0.2,22,62400,2.0,2,1
LN009551,2022-10-28,D,MORTGAGE,EDUCATION,12500.0,0.592304,0.572172,14.96,0,0.2,25,62400,9.0,3,0
LN009552,2022-10-22,B,MORTGAGE,HOMEIMPROVEMENT,2000.0,0.143161,0.296526,10.99,0,0.03,25,62400,4.0,4,0
LN009553,2022-03-16,D,RENT,PERSONAL,8000.0,0.653279,0.561932,15.62,1,0.04,26,183700,2.0,4,1
LN009554,2023-11-14,B,RENT,EDUCATION,8050.0,0.175667,0.29748,12.69,1,0.27,22,30000,1.0,2,0
LN009555,2021-03-01,B,RENT,EDUCATION,8050.0,0.154648,0.27695,10.0,0,0.17,22,48000,6.0,2,0
LN009556,2023-03-19,A,RENT,DEBTCONSOLIDATION,8075.0,0.101642,0.219492,6.17,0,0.16,21,50000,5.0,2,0
LN009557,2023-12-28,C,RENT,PERSONAL,8075.0,0.189938,0.408958,13.06,0,0.15,22,54000,4.0,3,0
LN009558,2023-05-16,A,MORTGAGE,EDUCATION,12000.0,0.10127,0.226709,6.91,0,0.19,23,62471,4.0,2,0
LN009559,2023-12-27,A,RENT,DEBTCONSOLIDATION,8100.0,0.076727,0.231223,7.29,0,0.1,23,78000,7.0,2,0
LN009560,2021-07-14,A,RENT,HOMEIMPROVEMENT,8100.0,0.077921,0.205784,7.49,0,0.1,24,85000,6.0,2,0
LN009561,2021-10-21,A,RENT,EDUCATION,8125.0,0.124014,0.231745,7.9,1,0.33,21,25000,0.0,3,0
LN009562,2023-05-31,A,MORTGAGE,HOMEIMPROVEMENT,8000.0,0.081583,0.196899,7.51,0,0.13,25,62496,1.0,2,0
LN009563,2021-07-30,C,RENT,EDUCATION,8125.0,0.224156,0.397343,12.68,0,0.27,23,30000,4.0,3,0
LN009564,2024-06-19,C,MORTGAGE,EDUCATION,5000.0,0.274253,0.426204,12.53,0,0.08,21,62496,1.0,3,1
LN009565,2023-10-09,A,MORTGAGE,EDUCATION,13200.0,0.10395,0.188383,7.9,0,0.21,21,62500,6.0,3,0
LN009566,2024-05-05,A,MORTGAGE,DEBTCONSOLIDATION,23525.0,0.136117,0.211577,7.9,0,0.38,23,62500,4.0,3,0
LN009567,2023-12-03,C,RENT,HOMEIMPROVEMENT,8150.0,0.192368,0.430225,12.87,0,0.15,26,56000,6.0,4,0
LN009568,2022-04-03,D,RENT,DEBTCONSOLIDATION,8150.0,0.659084,0.568832,17.27,1,0.13,24,60500,1.0,3,1
LN009569,2021-05-18,B,MORTGAGE,MEDICAL,8000.0,0.159582,0.29947,11.49,0,0.13,26,62500,9.0,2,0
LN009570,2021-08-17,A,MORTGAGE,PERSONAL,10000.0,0.089697,0.219098,5.99,0,0.16,22,62500,6.0,3,0
LN009571,2021-08-15,B,RENT,VENTURE,8200.0,0.16892,0.291996,12.21,0,0.24,25,34000,4.0,4,0
LN009572,2023-08-05,A,MORTGAGE,VENTURE,6000.0,0.076795,0.193149,5.79,0,0.1,24,62500,2.0,2,0
LN009573,2023-08-12,A,RENT,VENTURE,8200.0,0.097153,0.209936,6.62,0,0.2,26,40000,0.0,4,0
LN009574,2023-01-05,B,RENT,MEDICAL,8200.0,0.149074,0.311106,11.36,0,0.2,24,40944,0.0,2,0
LN009575,2021-12-22,C,RENT,PERSONAL,8200.0,0.279325,0.396724,13.11,0,0.15,23,55000,7.0,3,1
LN009576,2021-07-30,B,MORTGAGE,DEBTCONSOLIDATION,16000.0,0.170572,0.329454,10.38,0,0.26,24,62500,8.0,3,0
LN009577,2022-01-28,A,RENT,EDUCATION,8200.0,0.071549,0.179798,6.99,0,0.05,22,150000,2.0,3,0
LN009578,2021-05-31,A,RENT,EDUCATION,8250.0,0.129366,0.210773,7.49,1,0.33,21,25200,1.0,4,0
LN009579,2023-08-31,A,RENT,MEDICAL,8250.0,0.11019,0.212979,7.51,0,0.28,23,30000,5.0,4,0
LN009580,2023-09-11,C,MORTGAGE,MEDICAL,9600.0,0.275607,0.386676,13.22,0,0.15,23,62500,1.0,3,1
LN009581,2022-07-11,C,OWN,PERSONAL,6500.0,0.274632,0.432742,13.22,0,0.1,24,62500,8.0,2,1
LN009582,2021-09-24,C,MORTGAGE,DEBTCONSOLIDATION,15000.0,0.208254,0.372893,6.0,0,0.24,25,62500,5.0,3,0
LN009583,2023-03-31,A,MORTGAGE,VENTURE,4000.0,0.071937,0.211197,7.43,0,0.06,23,62500,7.0,3,0
LN009584,2022-08-18,B,RENT,PERSONAL,8250.0,0.174147,0.308881,10.99,0,0.25,21,33000,4.0,2,0
LN009585,2023-04-08,B,MORTGAGE,EDUCATION,12000.0,0.166547,0.281146,10.74,0,0.19,23,62510,5.0,4,0
LN009586,2023-03-27,C,OWN,VENTURE,7000.0,0.261428,0.397318,13.35,0,0.11,22,62589,4.0,2,1
LN009587,2023-10-05,C,RENT,EDUCATION,8250.0,0.273338,0.437885,13.61,1,0.12,25,70000,6.0,4,1
LN009588,2022-02-26,B,MORTGAGE,MEDICAL,6000.0,0.145705,0.299813,10.2,0,0.1,24,62677,2.0,2,0
LN009589,2022-02-02,B,MORTGAGE,MEDICAL,4400.0,0.132504,0.263504,10.99,0,0.07,26,62690,7.0,4,0
LN009590,2024-05-07,B,RENT,EDUCATION,8300.0,0.190793,0.295431,9.99,1,0.32,23,26000,4.0,4,0
LN009591,2022-11-03,A,RENT,HOMEIMPROVEMENT,8300.0,0.119983,0.215106,8.9,1,0.28,25,30000,0.0,3,0
LN009592,2022-11-27,B,RENT,EDUCATION,8300.0,0.157241,0.307251,10.99,0,0.18,22,45020,6.0,4,0
LN009593,2021-03-02,A,RENT,DEBTCONSOLIDATION,8300.0,0.099862,0.185617,8.9,0,0.17,21,50000,5.0,4,0
LN009594,2023-10-12,A,RENT,HOMEIMPROVEMENT,8300.0,0.085282,0.21108,7.88,0,0.1,24,83000,4.0,2,0
LN009595,2022-04-15,C,MORTGAGE,DEBTCONSOLIDATION,9600.0,0.197816,0.39163,11.03,0,0.15,22,62892,4.0,4,0
LN009596,2024-06-02,B,MORTGAGE,EDUCATION,15000.0,0.168543,0.309276,11.49,0,0.24,21,62916,5.0,4,0
LN009597,2024-03-09,D,MORTGAGE,VENTURE,10000.0,0.661636,0.545955,14.59,1,0.18,22,56920,6.0,2,1
LN009598,2023-03-08,E,OWN,DEBTCONSOLIDATION,15000.0,0.656012,0.6516,16.4,1,0.26,24,56972,6.0,4,0
LN009599,2023-03-12,B,MORTGAGE,PERSONAL,14000.0,0.169649,0.33074,12.42,0,0.22,25,63000,9.0,2,0
LN009600,2023-03-12,C,RENT,PERSONAL,8325.0,0.219679,0.446819,13.49,0,0.27,26,31200,4.0,3,0
LN009601,2021-10-05,A,RENT,DEBTCONSOLIDATION,8350.0,0.070612,0.190956,6.99,0,0.11,26,77100,6.0,3,0
LN009602,2024-02-22,A,RENT,EDUCATION,8400.0,0.121944,0.19839,6.03,0,0.28,21,30000,5.0,3,0
LN009603,2023-12-30,A,MORTGAGE,EDUCATION,20000.0,0.124551,0.222746,7.9,0,0.32,23,63000,7.0,2,0
LN009604,2023-07-18,B,MORTGAGE,VENTURE,6000.0,0.140902,0.297738,9.91,0,0.1,24,63000,0.0,4,0
LN009605,2024-03-08,C,RENT,VENTURE,8400.0,0.225586,0.372078,13.23,0,0.27,24,31200,2.0,3,0
LN009606,2024-06-06,D,RENT,DEBTCONSOLIDATION,8400.0,0.690123,0.544192,16.77,1,0.26,21,32000,2.0,4,1
LN009607,2022-03-15,A,MORTGAGE,MEDICAL,20000.0,0.10959,0.232472,8.49,0,0.32,25,63000,9.0,4,0
LN009608,2021-08-17,B,RENT,EDUCATION,8400.0,0.176971,0.285039,11.49,0,0.26,22,32000,3.0,4,0
LN009609,2024-01-21,B,MORTGAGE,VENTURE,20000.0,0.179667,0.309268,11.49,0,0.32,24,63000,5.0,3,0
LN009610,2021-07-10,B,MORTGAGE,PERSONAL,10000.0,0.157296,0.27375,10.59,0,0.16,23,63000,2.0,2,0
LN009611,2023-10-27,F,MORTGAGE,VENTURE,11000.0,0.78004,0.74719,18.535,0,0.17,25,63000,6.0,3,1
LN009612,2023-03-23,A,MORTGAGE,EDUCATION,7300.0,0.086779,0.213583,7.49,0,0.12,23,63000,8.0,2,0
LN009613,2022-01-20,B,MORTGAGE,PERSONAL,10000.0,0.152304,0.293839,10.59,0,0.16,21,63000,2.0,2,0
LN009614,2021-02-06,D,RENT,PERSONAL,8400.0,0.591134,0.534971,15.31,0,0.25,25,34000,8.0,4,0
LN009615,2023-09-09,B,MORTGAGE,HOMEIMPROVEMENT,20000.0,0.184548,0.277474,9.99,0,0.32,25,63000,2.0,2,0
LN009616,2022-02-06,C,RENT,VENTURE,8400.0,0.297334,0.426594,12.87,0,0.24,24,35000,3.0,4,1
LN009617,2021-04-12,A,MORTGAGE,MEDICAL,9700.0,0.094677,0.19197,5.99,0,0.15,23,63000,7.0,4,0
LN009618,2021-04-03,B,MORTGAGE,DEBTCONSOLIDATION,11200.0,0.152941,0.311464,10.99,0,0.18,21,63000,5.0,4,0
LN009619,2022-12-06,B,RENT,MEDICAL,8400.0,0.173935,0.291531,11.49,0,0.23,26,35960,10.0,3,0
LN009620,2023-04-18,E,RENT,PERSONAL,8400.0,0.726961,0.687536,18.64,0,0.23,25,36000,9.0,4,1
LN009621,2023-01-22,A,MORTGAGE,MEDICAL,10800.0,0.095412,0.227355,5.99,0,0.17,22,63000,6.0,2,0
LN009622,2022-05-26,A,RENT,EDUCATION,8400.0,0.113051,0.241066,7.49,1,0.28,23,30000,1.0,3,0
LN009623,2022-10-29,B,RENT,EDUCATION,8400.0,0.169711,0.337898,11.26,0,0.23,24,36100,3.0,4,0
LN009624,2023-05-24,A,MORTGAGE,PERSONAL,6800.0,0.086059,0.201122,7.66,0,0.11,23,63000,7.0,4,0
LN009625,2022-01-30,A,RENT,EDUCATION,8400.0,0.093465,0.202498,8.94,0,0.2,22,41000,0.0,2,0
LN009626,2021-01-05,A,MORTGAGE,VENTURE,8400.0,0.0822,0.239552,7.29,0,0.13,22,63000,6.0,4,0
LN009627,2021-12-05,D,OWN,EDUCATION,9000.0,0.579425,0.539124,15.31,0,0.14,22,63000,6.0,4,0
LN009628,2021-04-20,B,MORTGAGE,MEDICAL,15000.0,0.182808,0.316458,10.99,0,0.24,22,63000,6.0,3,0
LN009629,2022-01-12,A,MORTGAGE,MEDICAL,12000.0,0.093284,0.20133,7.66,0,0.19,22,63000,2.0,3,0
LN009630,2022-07-31,A,MORTGAGE,MEDICAL,10000.0,0.101801,0.198577,6.91,0,0.16,26,63000,10.0,2,0
LN009631,2024-02-09,D,RENT,DEBTCONSOLIDATION,8400.0,0.608522,0.561529,17.27,1,0.24,26,35500,10.0,4,0
LN009632,2021-02-10,A,MORTGAGE,EDUCATION,4500.0,0.079113,0.172132,5.42,0,0.07,22,63000,6.0,2,0
LN009633,2021-12-19,C,RENT,MEDICAL,8400.0,0.205809,0.429148,14.35,0,0.2,22,42000,3.0,4,0
LN009634,2022-01-09,B,MORTGAGE,HOMEIMPROVEMENT,10000.0,0.15134,0.304867,9.25,0,0.16,26,63000,10.0,3,0
LN009635,2022-12-02,A,MORTGAGE,EDUCATION,3700.0,0.079259,0.193728,5.42,0,0.06,22,63000,6.0,4,0
LN009636,2023-12-01,B,MORTGAGE,EDUCATION,25000.0,0.195766,0.306323,11.49,0,0.4,25,63000,9.0,2,0
LN009637,2023-08-25,B,MORTGAGE,VENTURE,6300.0,0.142419,0.308673,11.49,0,0.1,24,63000,8.0,4,0
LN009638,2023-12-20,A,RENT,EDUCATION,8400.0,0.105084,0.215155,7.9,0,0.19,24,45000,1.0,3,0
LN009639,2023-12-24,C,RENT,PERSONAL,8400.0,0.208245,0.425512,13.79,1,0.22,23,39000,5.0,2,0
LN009640,2022-05-06,E,MORTGAGE,VENTURE,4800.0,0.702996,0.635055,16.82,0,0.08,21,63000,5.0,4,1
LN009641,2022-04-24,B,RENT,VENTURE,8400.0,0.150294,0.347786,11.83,0,0.18,26,47000,2.0,4,0
LN009642,2023-05-25,C,MORTGAGE,MEDICAL,8400.0,0.27517,0.407836,12.73,0,0.13,22,63000,2.0,4,1
LN009643,2021-04-19,B,RENT,DEBTCONSOLIDATION,8400.0,0.158122,0.30252,11.12,0,0.17,26,48000,4.0,2,0
LN009644,2024-05-03,C,RENT,HOMEIMPROVEMENT,8400.0,0.281619,0.44805,14.72,0,0.17,26,50000,2.0,3,1
LN009645,2023-10-08,B,MORTGAGE,PERSONAL,8950.0,0.149716,0.276524,10.99,0,0.14,22,63000,6.0,4,0
LN009646,2021-08-19,C,RENT,MEDICAL,8400.0,0.199836,0.441894,13.22,0,0.17,25,50000,6.0,3,0
LN009647,2022-07-14,E,RENT,MEDICAL,8400.0,0.72471,0.639402,14.5,1,0.19,26,44000,0.0,3,1
LN009648,2021-07-31,B,RENT,DEBTCONSOLIDATION,8400.0,0.154656,0.300007,11.99,0,0.16,26,51300,9.0,3,0
LN009649,2021-03-27,C,RENT,PERSONAL,8400.0,0.280875,0.391085,11.97,0,0.16,22,51420,6.0,3,1
LN009650,2024-05-15,C,RENT,MEDICAL,8400.0,0.280375,0.396923,13.99,0,0.16,26,51996,8.0,2,1
LN009651,2023-02-11,A,OWN,HOMEIMPROVEMENT,17600.0,0.121217,0.210633,8.94,0,0.28,24,63000,0.0,4,0
LN009652,2023-05-14,A,RENT,EDUCATION,8400.0,0.094985,0.20885,6.17,0,0.16,23,52000,2.0,3,0
LN009653,2021-11-02,D,RENT,MEDICAL,8400.0,0.667464,0.556897,16.89,1,0.18,23,46500,0.0,3,1
LN009654,2023-11-22,A,MORTGAGE,PERSONAL,10000.0,0.099192,0.21975,8.94,0,0.16,22,63000,3.0,4,0
LN009655,2021-11-30,A,MORTGAGE,DEBTCONSOLIDATION,4000.0,0.081701,0.202307,7.49,0,0.06,22,63000,2.0,2,0
LN009656,2023-01-26,F,MORTGAGE,PERSONAL,20000.0,0.815925,0.756613,19.13,0,0.32,24,63000,8.0,3,1
LN009657,2023-08-21,D,RENT,VENTURE,8400.0,0.667535,0.593107,18.25,1,0.17,26,49000,2.0,4,1
LN009658,2021-10-20,A,MORTGAGE,DEBTCONSOLIDATION,11600.0,0.08639,0.232379,7.49,0,0.18,25,63000,5.0,4,0
LN009659,2021-12-08,B,MORTGAGE,DEBTCONSOLIDATION,7775.0,0.153324,0.298571,10.99,0,0.12,25,63000,9.0,3,0
LN009660,2023-10-05,C,RENT,EDUCATION,8400.0,0.197976,0.422411,13.72,0,0.15,25,55000,0.0,3,0
LN009661,2023-06-05,A,RENT,VENTURE,8400.0,0.08934,0.220013,7.88,0,0.15,22,55000,2.0,2,0
LN009662,2022-09-12,C,MORTGAGE,EDUCATION,3000.0,0.188707,0.437935,13.47,0,0.05,25,63000,3.0,2,0
LN009663,2021-09-11,A,RENT,MEDICAL,8400.0,0.087875,0.210687,8.94,0,0.15,26,55000,10.0,3,0
LN009664,2024-02-25,A,MORTGAGE,MEDICAL,3500.0,0.080735,0.196246,7.68,0,0.06,26,63000,10.0,4,0
LN009665,2021-08-16,B,RENT,DEBTCONSOLIDATION,8400.0,0.149841,0.320968,10.99,0,0.15,23,56000,3.0,2,0
LN009666,2023-02-21,C,MORTGAGE,PERSONAL,11400.0,0.209671,0.421256,13.79,0,0.18,24,63000,8.0,4,0
LN009667,2024-05-17,A,MORTGAGE,EDUCATION,14100.0,0.103032,0.195369,8.0,0,0.22,22,63000,2.0,2,0
LN009668,2021-11-11,C,MORTGAGE,MEDICAL,15000.0,0.213387,0.424464,13.47,0,0.24,24,63000,0.0,4,0
LN009669,2022-08-26,C,RENT,MEDICAL,8400.0,0.270675,0.443534,13.99,0,0.14,25,60000,9.0,3,1
LN009670,2021-09-13,A,RENT,VENTURE,8400.0,0.088944,0.199554,7.49,0,0.14,23,60000,0.0,3,0
LN009671,2024-02-19,B,MORTGAGE,HOMEIMPROVEMENT,24000.0,0.199736,0.292475,11.46,0,0.38,26,63000,6.0,4,0
LN009672,2021-08-27,A,RENT,VENTURE,8400.0,0.089542,0.209611,7.29,0,0.14,25,60000,1.0,2,0
LN009673,2022-12-22,C,MORTGAGE,MEDICAL,6500.0,0.264164,0.422364,13.04,1,0.11,24,57000,9.0,4,1
LN009674,2022-10-04,B,MORTGAGE,DEBTCONSOLIDATION,7000.0,0.136794,0.302836,10.99,0,0.11,24,63000,8.0,3,0
LN009675,2022-08-24,D,MORTGAGE,EDUCATION,25000.0,0.633628,0.552496,13.87,0,0.4,25,63000,0.0,2,0
LN009676,2021-11-24,A,RENT,PERSONAL,8400.0,0.095023,0.208591,6.17,0,0.14,24,60000,7.0,3,0
LN009677,2024-03-25,C,MORTGAGE,HOMEIMPROVEMENT,3800.0,0.262168,0.423335,12.04,0,0.06,26,63000,3.0,4,1
LN009678,2024-02-20,A,MORTGAGE,HOMEIMPROVEMENT,4200.0,0.087547,0.193148,5.99,0,0.07,26,63096,1.0,3,0
LN009679,2022-01-05,C,RENT,MEDICAL,8400.0,0.27672,0.395464,13.47,0,0.14,22,62000,0.0,2,1
LN009680,2021-09-07,A,MORTGAGE,DEBTCONSOLIDATION,10000.0,0.091565,0.199019,6.03,0,0.16,22,63132,0.0,3,0
LN009681,2024-01-09,B,MORTGAGE,MEDICAL,12000.0,0.158812,0.279443,9.91,0,0.19,23,63150,7.0,2,0
LN009682,2024-02-12,D,RENT,EDUCATION,8400.0,0.651577,0.54862,15.62,0,0.14,22,62004,5.0,4,1
LN009683,2023-12-12,C,OWN,HOMEIMPROVEMENT,5825.0,0.272239,0.383469,13.43,0,0.09,26,63180,4.0,2,1
LN009684,2022-07-31,B,MORTGAGE,VENTURE,8000.0,0.144922,0.296169,10.74,0,0.13,23,63189,7.0,2,0
LN009685,2022-08-21,A,MORTGAGE,VENTURE,27250.0,0.141701,0.211311,8.9,0,0.43,25,63200,3.0,4,0
LN009686,2021-07-15,B,OTHER,DEBTCONSOLIDATION,4800.0,0.14776,0.29442,12.53,0,0.08,23,63200,0.0,4,0
LN009687,2024-04-26,A,RENT,VENTURE,8400.0,0.076185,0.205445,7.51,0,0.13,26,65004,3.0,3,0
LN009688,2024-01-31,A,RENT,HOMEIMPROVEMENT,8400.0,0.077982,0.210024,7.49,0,0.13,24,66000,0.0,2,0
